PREFIX, NUMBER, SAMPLE SIZE, 0.0 - 0.9, 1.0 - 1.9, 2.0 - 2.9, 3.0 - 4.0 
BIOL,416,281,0.0071174377224199285,0.021352313167259787,0.05338078291814947,0.9181494661921709
BIOL,417,457,0.006564551422319475,0.010940919037199124,0.087527352297593,0.8949671772428884
BIOL,418,431,0.02320185614849188,0.07888631090487239,0.29466357308584684,0.6032482598607889
BIOL,419,221,0.02262443438914027,0.004524886877828055,0.23076923076923078,0.7420814479638009
BIOL,420,54,0.0,0.018518518518518517,0.14814814814814814,0.8333333333333334
BIOL,421,154,0.006493506493506494,0.025974025974025976,0.24025974025974026,0.7272727272727273
BIOL,422,233,0.02145922746781116,0.0,0.012875536480686695,0.9656652360515021
BIOL,423,332,0.012048192771084338,0.0,0.07530120481927711,0.9126506024096386
BIOL,424,176,0.022727272727272728,0.022727272727272728,0.22727272727272727,0.7272727272727273
BIOL,425,210,0.004761904761904762,0.014285714285714285,0.07142857142857142,0.9095238095238095
BIOL,426,50,0.0,0.0,0.08,0.92
BIOL,427,395,0.002531645569620253,0.010126582278481013,0.05822784810126582,0.9291139240506329
BIOL,428,179,0.0111731843575419,0.01675977653631285,0.055865921787709494,0.9162011173184358
BIOL,431,235,0.0,0.00851063829787234,0.03829787234042553,0.9531914893617022
BIOL,433,120,0.0,0.016666666666666666,0.11666666666666667,0.8666666666666667
BIOL,434,638,0.02037617554858934,0.03605015673981191,0.20532915360501566,0.7382445141065831
BIOL,437,35,0.02857142857142857,0.08571428571428572,0.14285714285714285,0.7428571428571429
BIOL,438,78,0.038461538461538464,0.02564102564102564,0.16666666666666666,0.7692307692307693
BIOL,439,49,0.0,0.0,0.04081632653061224,0.9591836734693877
BIOL,440,446,0.002242152466367713,0.01569506726457399,0.06950672645739911,0.9125560538116592
BIOL,441,249,0.020080321285140562,0.040160642570281124,0.20481927710843373,0.7349397590361446
BIOL,442,22,0.0,0.0,0.0,1.0
BIOL,443,91,0.0,0.03296703296703297,0.2087912087912088,0.7582417582417582
BIOL,444,98,0.01020408163265306,0.08163265306122448,0.12244897959183673,0.7857142857142857
BIOL,446,214,0.056074766355140186,0.1308411214953271,0.29439252336448596,0.5186915887850467
BIOL,447,58,0.0,0.0,0.1206896551724138,0.8793103448275862
BIOL,448,86,0.0,0.0,0.011627906976744186,0.9883720930232558
BIOL,449,16,0.0,0.0625,0.125,0.8125
BIOL,450,114,0.017543859649122806,0.07017543859649122,0.21929824561403508,0.6929824561403509
BIOL,451,72,0.0,0.0,0.08333333333333333,0.9166666666666666
BIOL,452,293,0.027303754266211604,0.040955631399317405,0.16723549488054607,0.764505119453925
BIOL,453,567,0.026455026455026454,0.06878306878306878,0.27336860670194,0.6313932980599647
BIOL,454,126,0.031746031746031744,0.0,0.1746031746031746,0.7936507936507936
BIOL,455,510,0.00784313725490196,0.01764705882352941,0.09019607843137255,0.884313725490196
BIOL,457,311,0.006430868167202572,0.0,0.06430868167202572,0.9292604501607717
BIOL,459,549,0.0036429872495446266,0.00546448087431694,0.07650273224043716,0.9143897996357013
BIOL,460,319,0.018808777429467086,0.06269592476489028,0.4043887147335423,0.5141065830721003
BIOL,461,277,0.0036101083032490976,0.02527075812274368,0.1371841155234657,0.8339350180505415
BIOL,462,387,0.031007751937984496,0.13695090439276486,0.37209302325581395,0.4599483204134367
BIOL,463,131,0.0,0.0,0.022900763358778626,0.9770992366412213
BIOL,464,99,0.010101010101010102,0.010101010101010102,0.0,0.9797979797979798
BIOL,465,500,0.016,0.006,0.054,0.924
BIOL,466,420,0.0,0.011904761904761904,0.023809523809523808,0.9642857142857143
BIOL,467,429,0.018648018648018648,0.023310023310023312,0.09557109557109557,0.8624708624708625
BIOL,468,270,0.0,0.0,0.02962962962962963,0.9703703703703703
BIOL,469,413,0.002421307506053269,0.004842615012106538,0.09685230024213075,0.8958837772397095
BIOL,470,111,0.02702702702702703,0.0990990990990991,0.1981981981981982,0.6756756756756757
BIOL,472,75,0.013333333333333334,0.0,0.14666666666666667,0.84
BIOL,473,422,0.016587677725118485,0.026066350710900472,0.18009478672985782,0.7772511848341233
BIOL,474,46,0.021739130434782608,0.043478260869565216,0.13043478260869565,0.8043478260869565
BIOL,475,20,0.0,0.0,0.0,1.0
BIOL,476,232,0.034482758620689655,0.021551724137931036,0.12931034482758622,0.8146551724137931
BIOL,478,38,0.0,0.0,0.02631578947368421,0.9736842105263158
BIOL,480,97,0.0,0.0,0.09278350515463918,0.9072164948453608
BIOL,481,255,0.00392156862745098,0.00392156862745098,0.12156862745098039,0.8705882352941177
BIOL,482,96,0.0,0.0,0.0,1.0
BIOL,483,32,0.0,0.0,0.0,1.0
BIOL,485,659,0.012139605462822459,0.007587253414264037,0.010622154779969651,0.9696509863429439
BIOL,486,76,0.0,0.0,0.0,1.0
BIOL,488,48,0.0,0.0,0.0,1.0
BIOL,489,160,0.01875,0.0,0.04375,0.9375
BIOL,490,101,0.009900990099009901,0.0,0.0,0.9900990099009901
BIOL,492,329,0.0,0.00911854103343465,0.02127659574468085,0.9696048632218845
BIOL,494,30,0.0,0.0,0.0,1.0
BIOL,495,27,0.0,0.0,0.0,1.0
BIOL,496,75,0.0,0.02666666666666667,0.05333333333333334,0.92
BIOL,497,700,0.01,0.01,0.047142857142857146,0.9328571428571428
BIOL,498,27,0.0,0.0,0.0,1.0
BIOL,499,810,0.0,0.0,0.0,1.0
BIOST,302,112,0.017857142857142856,0.008928571428571428,0.017857142857142856,0.9553571428571429
BIOST,310,2457,0.01098901098901099,0.04314204314204314,0.3028083028083028,0.643060643060643
BIOST,401,17,0.0,0.0,0.0,1.0
BIOST,425,11,0.0,0.0,0.18181818181818182,0.8181818181818182
BSE,101,94,0.0425531914893617,0.0,0.02127659574468085,0.9361702127659575
BSE,190,38,0.02631578947368421,0.0,0.02631578947368421,0.9473684210526315
BSE,201,123,0.008130081300813009,0.04065040650406504,0.06504065040650407,0.8861788617886179
BSE,210,13,0.0,0.07692307692307693,0.07692307692307693,0.8461538461538461
BSE,211,1300,0.009230769230769232,0.010769230769230769,0.06769230769230769,0.9123076923076923
BSE,248,65,0.0,0.0,0.0,1.0
BSE,309,202,0.034653465346534656,0.0297029702970297,0.13366336633663367,0.801980198019802
BSE,391,96,0.0,0.020833333333333332,0.3645833333333333,0.6145833333333334
BSE,392,93,0.010752688172043012,0.021505376344086023,0.3010752688172043,0.6666666666666666
BSE,406,120,0.0,0.025,0.225,0.75
BSE,410,8,0.0,0.0,0.25,0.75
BSE,420,104,0.0,0.009615384615384616,0.21153846153846154,0.7788461538461539
BSE,421,87,0.0,0.011494252873563218,0.20689655172413793,0.7816091954022989
BSE,422,100,0.0,0.01,0.24,0.75
BSE,426,86,0.0,0.011627906976744186,0.06976744186046512,0.9186046511627907
BSE,430,97,0.0,0.0,0.020618556701030927,0.979381443298969
BSE,436,108,0.0,0.0,0.009259259259259259,0.9907407407407407
BSE,480,111,0.0,0.0,0.02702702702702703,0.972972972972973
BSE,481,94,0.0,0.0,0.0425531914893617,0.9574468085106383
BSE,490,30,0.0,0.0,0.2,0.8
BSE,497,102,0.0,0.0,0.00980392156862745,0.9901960784313726
BSE,499,128,0.0,0.0,0.0,1.0
CENV,401,10,0.0,0.0,0.0,1.0
CLIT,200,40,0.05,0.025,0.05,0.875
CLIT,210,282,0.04609929078014184,0.0,0.028368794326241134,0.925531914893617
CLIT,230,417,0.03597122302158273,0.004796163069544364,0.08872901678657075,0.8705035971223022
CLIT,240,2082,0.03362151777137368,0.012968299711815562,0.04707012487992315,0.9063400576368876
CLIT,250,287,0.059233449477351915,0.020905923344947737,0.08362369337979095,0.8362369337979094
CLIT,251,246,0.016260162601626018,0.0040650406504065045,0.04065040650406504,0.9390243902439024
CLIT,252,409,0.05378973105134474,0.017114914425427872,0.044009779951100246,0.8850855745721271
CLIT,318,64,0.015625,0.03125,0.0625,0.890625
CLIT,321,140,0.03571428571428571,0.007142857142857143,0.04285714285714286,0.9142857142857143
CLIT,322,82,0.0,0.024390243902439025,0.024390243902439025,0.9512195121951219
CLIT,323,111,0.009009009009009009,0.02702702702702703,0.17117117117117117,0.7927927927927928
CLIT,334,18,0.0,0.05555555555555555,0.1111111111111111,0.8333333333333334
CLIT,357,168,0.023809523809523808,0.02976190476190476,0.09523809523809523,0.8511904761904762
CLIT,360,53,0.018867924528301886,0.018867924528301886,0.05660377358490566,0.9056603773584906
CLIT,361,71,0.0,0.0,0.0,1.0
CLIT,362,133,0.03759398496240601,0.007518796992481203,0.03759398496240601,0.9172932330827067
CLIT,371,99,0.010101010101010102,0.0,0.010101010101010102,0.9797979797979798
CLIT,396,85,0.0,0.023529411764705882,0.08235294117647059,0.8941176470588236
CLIT,400,160,0.0,0.0,0.0,1.0
CLIT,421,12,0.0,0.0,0.0,1.0
CLIT,424,74,0.0,0.0,0.06756756756756757,0.9324324324324325
CLIT,474,13,0.07692307692307693,0.0,0.0,0.9230769230769231
CLIT,490,8,0.0,0.0,0.0,1.0
CLIT,496,64,0.015625,0.015625,0.046875,0.921875
CEE,220,2754,0.006535947712418301,0.026143790849673203,0.3064633260711692,0.6608569353667393
CEE,291,1216,0.007401315789473684,0.0024671052631578946,0.03125,0.9588815789473685
CEE,298,45,0.0,0.0,0.0,1.0
CEE,307,926,0.004319654427645789,0.008639308855291577,0.08855291576673865,0.8984881209503239
CEE,317,859,0.0034924330616996507,0.0011641443538998836,0.050058207217694994,0.9452852153667055
CEE,327,792,0.007575757575757576,0.017676767676767676,0.11742424242424243,0.8573232323232324
CEE,337,869,0.0011507479861910242,0.0034522439585730723,0.09551208285385501,0.8998849252013809
CEE,347,1022,0.0009784735812133072,0.02054794520547945,0.1223091976516634,0.8561643835616438
CEE,349,129,0.0,0.0,0.05426356589147287,0.9457364341085271
CEE,352,109,0.0,0.0,0.027522935779816515,0.9724770642201835
CEE,354,103,0.0,0.0,0.1262135922330097,0.8737864077669902
CEE,350,138,0.0,0.0,0.028985507246376812,0.9710144927536232
CEE,356,104,0.009615384615384616,0.0,0.038461538461538464,0.9519230769230769
CEE,357,846,0.00591016548463357,0.03309692671394799,0.15839243498817968,0.8026004728132388
CEE,367,899,0.011123470522803115,0.03781979977753059,0.1568409343715239,0.7942157953281423
CEE,377,828,0.0036231884057971015,0.013285024154589372,0.1932367149758454,0.7898550724637681
CEE,378,115,0.0,0.0,0.1565217391304348,0.8434782608695652
CEE,401,12,0.0,0.0,0.0,1.0
CEE,405,40,0.0,0.0,0.025,0.975
CEE,408,65,0.0,0.0,0.015384615384615385,0.9846153846153847
CEE,410,330,0.006060606060606061,0.015151515151515152,0.0696969696969697,0.9090909090909091
CEE,412,114,0.0,0.0,0.043859649122807015,0.956140350877193
CEE,415,23,0.0,0.043478260869565216,0.13043478260869565,0.8260869565217391
CEE,416,268,0.007462686567164179,0.0037313432835820895,0.06343283582089553,0.9253731343283582
CEE,420,361,0.0,0.00554016620498615,0.07479224376731301,0.9196675900277008
CEE,421,92,0.0,0.0,0.13043478260869565,0.8695652173913043
CEE,422,35,0.0,0.0,0.0,1.0
CEE,424,393,0.007633587786259542,0.002544529262086514,0.06615776081424936,0.9236641221374046
CEE,428,40,0.0,0.0,0.0,1.0
CEE,433,131,0.022900763358778626,0.007633587786259542,0.061068702290076333,0.9083969465648855
CEE,434,150,0.02,0.02,0.04,0.92
CEE,435,26,0.0,0.0,0.0,1.0
CEE,436,554,0.0036101083032490976,0.023465703971119134,0.16606498194945848,0.8068592057761733
CEE,440,575,0.0052173913043478265,0.0017391304347826088,0.0034782608695652175,0.9895652173913043
CEE,441,467,0.0,0.0,0.057815845824411134,0.9421841541755889
CEE,442,128,0.0,0.0,0.234375,0.765625
CEE,444,109,0.009174311926605505,0.0,0.0,0.9908256880733946
CEE,445,84,0.0,0.0,0.0,1.0
CEE,451,342,0.005847953216374269,0.02046783625730994,0.21929824561403508,0.7543859649122807
CEE,452,386,0.018134715025906734,0.02849740932642487,0.30310880829015546,0.6502590673575129
CEE,453,83,0.0,0.060240963855421686,0.2891566265060241,0.6506024096385542
CEE,454,292,0.010273972602739725,0.0,0.03424657534246575,0.9554794520547946
CEE,455,43,0.0,0.0,0.16279069767441862,0.8372093023255814
CEE,457,183,0.00546448087431694,0.00546448087431694,0.14207650273224043,0.8469945355191257
CEE,462,77,0.0,0.09090909090909091,0.2077922077922078,0.7012987012987013
CEE,463,12,0.0,0.0,0.0,1.0
CEE,465,58,0.017241379310344827,0.0,0.1206896551724138,0.8620689655172413
CEE,473,146,0.0,0.00684931506849315,0.0547945205479452,0.9383561643835616
CEE,474,95,0.021052631578947368,0.021052631578947368,0.1368421052631579,0.8210526315789474
CEE,475,150,0.006666666666666667,0.013333333333333334,0.12666666666666668,0.8533333333333334
CEE,476,147,0.0,0.006802721088435374,0.047619047619047616,0.9455782312925171
CEE,477,132,0.0,0.015151515151515152,0.13636363636363635,0.8484848484848485
CEE,478,22,0.0,0.0,0.0,1.0
CEE,480,101,0.0,0.0,0.0594059405940594,0.9405940594059405
CEE,481,163,0.0,0.0,0.018404907975460124,0.9815950920245399
CEE,482,113,0.0,0.02654867256637168,0.10619469026548672,0.8672566371681416
CEE,483,187,0.016042780748663103,0.0,0.12299465240641712,0.8609625668449198
CEE,490,201,0.004975124378109453,0.0,0.01990049751243781,0.9751243781094527
CEE,491,13,0.0,0.0,0.0,1.0
CEE,496,61,0.03278688524590164,0.01639344262295082,0.09836065573770492,0.8524590163934426
CEE,498,479,0.0,0.006263048016701462,0.06889352818371608,0.9248434237995825
CEE,499,76,0.0,0.0,0.0,1.0
CEP,200,455,0.01978021978021978,0.004395604395604396,0.03956043956043956,0.9362637362637363
CEP,301,177,0.005649717514124294,0.0,0.04519774011299435,0.9491525423728814
CEP,302,151,0.0,0.0,0.013245033112582781,0.9867549668874173
CEP,460,183,0.0,0.0,0.0273224043715847,0.9726775956284153
CEP,461,180,0.016666666666666666,0.03333333333333333,0.03888888888888889,0.9111111111111111
CEP,462,167,0.0,0.0,0.017964071856287425,0.9820359281437125
CEP,473,80,0.0375,0.025,0.1625,0.775
CEP,498,179,0.0,0.00558659217877095,0.01675977653631285,0.9776536312849162
CFRM,405,346,0.06069364161849711,0.05202312138728324,0.1329479768786127,0.7543352601156069
CFRM,410,225,0.008888888888888889,0.0,0.11555555555555555,0.8755555555555555
CFRM,415,152,0.019736842105263157,0.006578947368421052,0.17105263157894737,0.8026315789473685
CFRM,420,131,0.0,0.0,0.061068702290076333,0.9389312977099237
CFRM,421,34,0.0,0.0,0.029411764705882353,0.9705882352941176
CFRM,422,29,0.0,0.06896551724137931,0.10344827586206896,0.8275862068965517
CFRM,425,178,0.011235955056179775,0.0,0.033707865168539325,0.9550561797752809
CFRM,442,40,0.025,0.0,0.05,0.925
CFRM,450,19,0.0,0.0,0.05263157894736842,0.9473684210526315
CHEM,120,1809,0.02321724709784411,0.10060807075732449,0.36981757877280264,0.5063571033720288
CHEM,143,503,0.015904572564612324,0.04771371769383698,0.27236580516898606,0.6640159045725647
CHEM,152,12667,0.02439409489223968,0.08431357069550802,0.391726533512276,0.4995658008999763
CHEM,165,299,0.0,0.0033444816053511705,0.05016722408026756,0.9464882943143813
CHEM,155,340,0.008823529411764706,0.011764705882352941,0.1588235294117647,0.8205882352941176
CHEM,220,1635,0.031192660550458717,0.10091743119266056,0.38593272171253823,0.4819571865443425
CHEM,221,1059,0.015108593012275733,0.05571293673276676,0.392823418319169,0.5363550519357885
CHEM,223,1238,0.0630048465266559,0.14054927302100162,0.3255250403877221,0.47092084006462037
CHEM,224,934,0.03747323340471092,0.11349036402569593,0.29229122055674517,0.556745182012848
CHEM,238,6970,0.028407460545193688,0.11893830703012913,0.37618364418938305,0.4764705882352941
CHEM,239,5812,0.013764624913971095,0.06383344803854095,0.4064005505849966,0.5160013764624914
CHEM,241,5612,0.016215253029223095,0.040627227369921595,0.22113328581610833,0.722024233784747
CHEM,317,508,0.013779527559055118,0.04133858267716536,0.27755905511811024,0.6673228346456693
CHEM,321,775,0.016774193548387096,0.01935483870967742,0.22580645161290322,0.7380645161290322
CHEM,335,354,0.0,0.0,0.03672316384180791,0.963276836158192
CHEM,336,278,0.0,0.0035971223021582736,0.08273381294964029,0.9136690647482014
CHEM,337,189,0.010582010582010581,0.010582010582010581,0.18518518518518517,0.7936507936507936
CHEM,312,1382,0.020260492040520984,0.05209840810419682,0.24167872648335745,0.6859623733719248
CHEM,347,140,0.0,0.007142857142857143,0.02142857142857143,0.9714285714285714
CHEM,416,225,0.0,0.02666666666666667,0.19555555555555557,0.7777777777777778
CHEM,417,63,0.06349206349206349,0.015873015873015872,0.23809523809523808,0.6825396825396826
CHEM,418,147,0.034013605442176874,0.013605442176870748,0.05442176870748299,0.8979591836734694
CHEM,422,22,0.0,0.045454545454545456,0.09090909090909091,0.8636363636363636
CHEM,425,52,0.0,0.019230769230769232,0.057692307692307696,0.9230769230769231
CHEM,426,181,0.0,0.0055248618784530384,0.14917127071823205,0.8453038674033149
CHEM,428,170,0.0058823529411764705,0.023529411764705882,0.18823529411764706,0.7823529411764706
CHEM,429,107,0.018691588785046728,0.028037383177570093,0.17757009345794392,0.7757009345794392
CHEM,430,53,0.03773584905660377,0.03773584905660377,0.09433962264150944,0.8301886792452831
CHEM,431,13,0.07692307692307693,0.0,0.0,0.9230769230769231
CHEM,432,77,0.025974025974025976,0.025974025974025976,0.15584415584415584,0.7922077922077922
CHEM,434,92,0.0,0.0,0.16304347826086957,0.8369565217391305
CHEM,436,158,0.0379746835443038,0.012658227848101266,0.06962025316455696,0.879746835443038
CHEM,452,2153,0.019043195541105434,0.04969809568044589,0.30190431955411057,0.6293543892243382
CHEM,453,2019,0.01981178801386825,0.04358593363051015,0.34224863793957405,0.5943536404160475
CHEM,455,895,0.03240223463687151,0.0782122905027933,0.30502793296089387,0.5843575418994413
CHEM,456,566,0.03356890459363958,0.09187279151943463,0.3992932862190813,0.4752650176678445
CHEM,457,458,0.026200873362445413,0.03711790393013101,0.2445414847161572,0.6921397379912664
CHEM,458,51,0.0,0.0,0.058823529411764705,0.9411764705882353
CHEM,460,178,0.028089887640449437,0.033707865168539325,0.3651685393258427,0.5730337078651685
CHEM,461,205,0.03902439024390244,0.02926829268292683,0.13170731707317074,0.8
CHEM,462,31,0.0,0.0,0.12903225806451613,0.8709677419354839
CHEM,463,35,0.02857142857142857,0.0,0.14285714285714285,0.8285714285714286
CHEM,464,28,0.0,0.0,0.03571428571428571,0.9642857142857143
CHEM,465,43,0.0,0.023255813953488372,0.11627906976744186,0.8604651162790697
CHEM,466,23,0.0,0.0,0.043478260869565216,0.9565217391304348
CHEM,475,33,0.0,0.030303030303030304,0.030303030303030304,0.9393939393939394
CHEM,484,19,0.0,0.0,0.05263157894736842,0.9473684210526315
CHEM,485,40,0.025,0.0,0.075,0.9
CHEM,486,62,0.03225806451612903,0.12903225806451613,0.2903225806451613,0.5483870967741935
CHEME,299,92,0.0,0.0,0.0,1.0
CHEME,309,174,0.022988505747126436,0.022988505747126436,0.10344827586206896,0.8505747126436781
CHEME,310,497,0.01006036217303823,0.0482897384305835,0.3158953722334004,0.6257545271629779
CHEME,325,458,0.015283842794759825,0.03056768558951965,0.1812227074235808,0.7729257641921398
CHEME,326,459,0.002178649237472767,0.013071895424836602,0.19825708061002179,0.7864923747276689
CHEME,330,477,0.012578616352201259,0.029350104821802937,0.2578616352201258,0.70020964360587
CHEME,340,451,0.004434589800443459,0.011086474501108648,0.1352549889135255,0.8492239467849224
CHEME,375,395,0.010126582278481013,0.02278481012658228,0.06329113924050633,0.9037974683544304
CHEME,434,24,0.0,0.0,0.0,1.0
CHEME,435,389,0.012853470437017995,0.02570694087403599,0.21079691516709512,0.7506426735218509
CHEME,436,426,0.0,0.0,0.0539906103286385,0.9460093896713615
CHEME,355,107,0.0,0.0,0.09345794392523364,0.9065420560747663
CHEME,437,369,0.0,0.0,0.08130081300813008,0.9186991869918699
CHEME,440,8,0.0,0.125,0.125,0.75
CHEME,445,109,0.027522935779816515,0.009174311926605505,0.08256880733944955,0.8807339449541285
CHEME,455,329,0.0,0.0060790273556231,0.04559270516717325,0.9483282674772037
CHEME,456,52,0.0,0.038461538461538464,0.09615384615384616,0.8653846153846154
CHEME,457,454,0.0,0.006607929515418502,0.20704845814977973,0.7863436123348018
CHEME,458,56,0.0,0.03571428571428571,0.17857142857142858,0.7857142857142857
CHEME,460,114,0.0,0.0,0.2631578947368421,0.7368421052631579
CHEME,465,391,0.015345268542199489,0.028132992327365727,0.18925831202046037,0.7672634271099744
CHEME,480,454,0.0022026431718061676,0.015418502202643172,0.18722466960352424,0.7951541850220264
CHEME,481,65,0.0,0.0,0.046153846153846156,0.9538461538461539
CHEME,484,13,0.0,0.0,0.07692307692307693,0.9230769230769231
CHEME,485,457,0.002188183807439825,0.010940919037199124,0.14442013129102846,0.8424507658643327
CHEME,486,328,0.0,0.009146341463414634,0.125,0.8658536585365854
CHEME,490,34,0.0,0.0,0.0,1.0
CHEME,491,25,0.0,0.0,0.0,1.0
CHEME,497,156,0.0,0.0,0.01282051282051282,0.9871794871794872
CHEME,498,577,0.012131715771230503,0.010398613518197574,0.060658578856152515,0.9168110918544194
CHEME,499,552,0.0018115942028985507,0.0,0.0018115942028985507,0.9963768115942029
CHID,110,160,0.01875,0.0125,0.0375,0.93125
CHID,120,402,0.007462686567164179,0.0,0.0,0.9925373134328358
CHID,206,93,0.053763440860215055,0.021505376344086023,0.03225806451612903,0.8924731182795699
CHID,207,72,0.09722222222222222,0.0,0.027777777777777776,0.875
CHID,210,35,0.0,0.0,0.0,1.0
CHID,220,24,0.041666666666666664,0.0,0.0,0.9583333333333334
CHID,222,171,0.017543859649122806,0.011695906432748537,0.017543859649122806,0.9532163742690059
CHID,230,291,0.03436426116838488,0.003436426116838488,0.037800687285223365,0.9243986254295533
CHID,250,1485,0.035016835016835016,0.014814814814814815,0.05185185185185185,0.8983164983164983
CHID,260,190,0.031578947368421054,0.015789473684210527,0.02631578947368421,0.9263157894736842
CHID,270,197,0.04568527918781726,0.030456852791878174,0.06091370558375635,0.8629441624365483
CHID,280,18,0.0,0.0,0.0,1.0
CHID,332,134,0.014925373134328358,0.014925373134328358,0.05970149253731343,0.9104477611940298
CHID,335,20,0.1,0.0,0.05,0.85
CHID,337,10,0.0,0.0,0.0,1.0
CHID,350,21,0.0,0.0,0.19047619047619047,0.8095238095238095
CHID,370,16,0.0625,0.0625,0.1875,0.6875
CHID,380,77,0.05194805194805195,0.012987012987012988,0.11688311688311688,0.8181818181818182
CHID,399,16,0.0,0.0,0.0,1.0
CHID,419,12,0.25,0.0,0.0,0.75
CHID,430,20,0.0,0.0,0.05,0.95
CHID,395,12,0.0,0.0,0.08333333333333333,0.9166666666666666
CHID,433,46,0.0,0.0,0.021739130434782608,0.9782608695652174
CHID,434,37,0.0,0.0,0.05405405405405406,0.9459459459459459
CHID,444,99,0.010101010101010102,0.0,0.010101010101010102,0.9797979797979798
CHID,459,33,0.0,0.0,0.0,1.0
CHID,480,507,0.01775147928994083,0.005917159763313609,0.03550295857988166,0.9408284023668639
CHID,485,261,0.034482758620689655,0.0038314176245210726,0.034482758620689655,0.9272030651340997
CHID,490,58,0.017241379310344827,0.0,0.017241379310344827,0.9655172413793104
CHID,491,205,0.0,0.014634146341463415,0.08292682926829269,0.9024390243902439
CHID,492,38,0.0,0.0,0.0,1.0
CHID,493,158,0.0,0.0,0.0,1.0
CHID,495,30,0.0,0.0,0.0,1.0
CHID,498,145,0.020689655172413793,0.006896551724137931,0.0,0.9724137931034482
CHID,499,81,0.0,0.0,0.0,1.0
CHIN,101,717,0.040446304044630406,0.03207810320781032,0.14504881450488144,0.7824267782426778
CHIN,102,581,0.04130808950086059,0.043029259896729774,0.11187607573149742,0.8037865748709122
CHIN,103,484,0.012396694214876033,0.01652892561983471,0.09504132231404959,0.8760330578512396
CHIN,111,115,0.0,0.008695652173913044,0.017391304347826087,0.9739130434782609
CHIN,112,107,0.018691588785046728,0.0,0.028037383177570093,0.9532710280373832
CHIN,113,90,0.0,0.0,0.022222222222222223,0.9777777777777777
CHIN,134,96,0.052083333333333336,0.041666666666666664,0.09375,0.8125
CHIN,201,225,0.008888888888888889,0.013333333333333334,0.06666666666666667,0.9111111111111111
CHIN,202,227,0.00881057268722467,0.00881057268722467,0.06167400881057269,0.920704845814978
CHIN,203,209,0.0,0.009569377990430622,0.11004784688995216,0.8803827751196173
CHIN,211,63,0.0,0.0,0.031746031746031744,0.9682539682539683
CHIN,212,52,0.0,0.0,0.019230769230769232,0.9807692307692307
CHIN,213,55,0.0,0.0,0.03636363636363636,0.9636363636363636
CHIN,234,85,0.011764705882352941,0.023529411764705882,0.09411764705882353,0.8705882352941177
CHIN,301,238,0.012605042016806723,0.008403361344537815,0.06302521008403361,0.9159663865546218
CHIN,302,207,0.00966183574879227,0.00966183574879227,0.04830917874396135,0.9323671497584541
CHIN,303,175,0.011428571428571429,0.005714285714285714,0.06857142857142857,0.9142857142857143
CHIN,331,8,0.0,0.0,0.0,1.0
CHIN,342,209,0.0,0.03349282296650718,0.09090909090909091,0.8755980861244019
CHIN,373,117,0.008547008547008548,0.0,0.08547008547008547,0.905982905982906
CHIN,374,31,0.0,0.0,0.0,1.0
CHIN,380,15,0.06666666666666667,0.06666666666666667,0.0,0.8666666666666667
CHIN,411,98,0.01020408163265306,0.0,0.02040816326530612,0.9693877551020408
CHIN,412,77,0.0,0.0,0.07792207792207792,0.922077922077922
CHIN,413,63,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.9523809523809523
CHIN,385,120,0.016666666666666666,0.008333333333333333,0.025,0.95
CHIN,442,25,0.0,0.0,0.0,1.0
CHIN,451,89,0.056179775280898875,0.056179775280898875,0.06741573033707865,0.8202247191011236
CHIN,452,79,0.012658227848101266,0.012658227848101266,0.11392405063291139,0.8607594936708861
CHIN,453,30,0.0,0.0,0.06666666666666667,0.9333333333333333
CHIN,461,104,0.0,0.028846153846153848,0.11538461538461539,0.8557692307692307
CHIN,462,11,0.0,0.0,0.0,1.0
CHIN,463,123,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.967479674796748
CHIN,470,13,0.0,0.0,0.07692307692307693,0.9230769230769231
CHIN,473,8,0.0,0.0,0.0,1.0
CHIN,482,18,0.0,0.0,0.05555555555555555,0.9444444444444444
CHIN,496,58,0.034482758620689655,0.0,0.0,0.9655172413793104
CHIN,499,9,0.0,0.0,0.0,1.0
CHSTU,101,567,0.037037037037037035,0.04409171075837742,0.10758377425044091,0.8112874779541446
CHSTU,200,207,0.004830917874396135,0.028985507246376812,0.043478260869565216,0.9227053140096618
CHSTU,254,288,0.017361111111111112,0.017361111111111112,0.10069444444444445,0.8645833333333334
CHSTU,255,229,0.008733624454148471,0.017467248908296942,0.1703056768558952,0.8034934497816594
CHSTU,256,219,0.0502283105022831,0.045662100456621,0.1598173515981735,0.7442922374429224
CHSTU,260,173,0.017341040462427744,0.005780346820809248,0.2774566473988439,0.6994219653179191
CHSTU,320,91,0.0,0.0,0.04395604395604396,0.9560439560439561
CHSTU,330,130,0.08461538461538462,0.03076923076923077,0.046153846153846156,0.8384615384615385
CHSTU,342,68,0.0,0.029411764705882353,0.07352941176470588,0.8970588235294118
CHSTU,352,163,0.018404907975460124,0.018404907975460124,0.09815950920245399,0.8650306748466258
CHSTU,354,77,0.09090909090909091,0.012987012987012988,0.16883116883116883,0.7272727272727273
CHSTU,356,19,0.0,0.0,0.21052631578947367,0.7894736842105263
CHSTU,405,22,0.13636363636363635,0.0,0.045454545454545456,0.8181818181818182
CHSTU,416,38,0.02631578947368421,0.0,0.10526315789473684,0.868421052631579
CHSTU,435,8,0.125,0.0,0.0,0.875
