PREFIX, NUMBER, SAMPLE SIZE, 0.0 - 0.9, 1.0 - 1.9, 2.0 - 2.9, 3.0 - 4.0 
LARCH,300,155,0.0,0.0,0.01935483870967742,0.9806451612903225
LARCH,322,232,0.0,0.0,0.1206896551724138,0.8793103448275862
LARCH,341,290,0.04827586206896552,0.027586206896551724,0.041379310344827586,0.8827586206896552
LARCH,352,400,0.03,0.05,0.12,0.8
LARCH,353,282,0.03900709219858156,0.024822695035460994,0.10638297872340426,0.8297872340425532
LARCH,362,36,0.0,0.0,0.16666666666666666,0.8333333333333334
LARCH,401,112,0.0,0.0,0.0,1.0
LARCH,402,67,0.0,0.0,0.014925373134328358,0.9850746268656716
LARCH,403,86,0.0,0.0,0.0,1.0
LARCH,404,35,0.0,0.0,0.11428571428571428,0.8857142857142857
LARCH,406,10,0.0,0.0,0.0,1.0
LARCH,407,16,0.0,0.0,0.0,1.0
LARCH,423,88,0.011363636363636364,0.011363636363636364,0.011363636363636364,0.9659090909090909
LARCH,424,59,0.0,0.0,0.0,1.0
LARCH,431,133,0.015037593984962405,0.022556390977443608,0.03759398496240601,0.924812030075188
LARCH,432,200,0.0,0.005,0.05,0.945
LARCH,433,226,0.0,0.0,0.035398230088495575,0.9646017699115044
LARCH,441,192,0.020833333333333332,0.010416666666666666,0.041666666666666664,0.9270833333333334
LARCH,454,72,0.0,0.0,0.1388888888888889,0.8611111111111112
LARCH,473,261,0.0,0.0,0.022988505747126436,0.9770114942528736
LARCH,474,58,0.0,0.0,0.0,1.0
LARCH,475,66,0.0,0.0,0.06060606060606061,0.9393939393939394
LARCH,495,13,0.0,0.0,0.0,1.0
LARCH,498,95,0.0,0.0,0.021052631578947368,0.9789473684210527
LABM,301,157,0.0,0.0,0.006369426751592357,0.9936305732484076
LABM,302,156,0.0,0.0,0.01282051282051282,0.9871794871794872
LABM,418,191,0.0,0.0,0.06806282722513089,0.9319371727748691
LABM,419,189,0.0,0.0,0.005291005291005291,0.9947089947089947
LABM,420,192,0.0,0.0,0.026041666666666668,0.9739583333333334
LABM,421,191,0.0,0.0,0.015706806282722512,0.9842931937172775
LABM,423,190,0.0,0.0,0.005263157894736842,0.9947368421052631
LABM,424,192,0.0,0.0,0.0,1.0
LABM,425,190,0.0,0.0,0.005263157894736842,0.9947368421052631
LABM,426,190,0.0,0.0,0.010526315789473684,0.9894736842105263
LABM,430,170,0.0,0.0,0.029411764705882353,0.9705882352941176
LABM,431,185,0.005405405405405406,0.0,0.005405405405405406,0.9891891891891892
LABM,433,183,0.0,0.0,0.00546448087431694,0.994535519125683
LABM,435,175,0.0,0.0,0.12571428571428572,0.8742857142857143
LABM,436,114,0.0,0.0,0.043859649122807015,0.956140350877193
LABM,499,15,0.0,0.0,0.0,1.0
LATIN,101,469,0.019189765458422176,0.019189765458422176,0.042643923240938165,0.9189765458422174
LATIN,103,300,0.03333333333333333,0.01,0.05,0.9066666666666666
LATIN,300,142,0.02112676056338028,0.007042253521126761,0.04929577464788732,0.9225352112676056
LATIN,305,87,0.034482758620689655,0.011494252873563218,0.06896551724137931,0.8850574712643678
LATIN,306,76,0.039473684210526314,0.013157894736842105,0.039473684210526314,0.9078947368421053
LATIN,307,68,0.029411764705882353,0.0,0.029411764705882353,0.9411764705882353
LATIN,405,15,0.06666666666666667,0.0,0.06666666666666667,0.8666666666666667
LATIN,461,51,0.058823529411764705,0.0,0.0392156862745098,0.9019607843137255
LATIN,462,33,0.030303030303030304,0.0,0.06060606060606061,0.9090909090909091
LATIN,463,36,0.027777777777777776,0.0,0.08333333333333333,0.8888888888888888
LATIN,490,21,0.0,0.0,0.0,1.0
LATV,101,11,0.0,0.0,0.0,1.0
LATV,102,8,0.0,0.0,0.0,1.0
LATV,103,8,0.0,0.0,0.0,1.0
LATV,112,12,0.0,0.0,0.0,1.0
LATV,113,8,0.0,0.0,0.0,1.0
LATV,201,9,0.0,0.0,0.0,1.0
LATV,202,10,0.0,0.0,0.0,1.0
LATV,203,11,0.0,0.0,0.0,1.0
LATV,490,18,0.0,0.0,0.0,1.0
LING,100,406,0.10591133004926108,0.09852216748768473,0.1625615763546798,0.6330049261083743
LING,203,187,0.03208556149732621,0.06951871657754011,0.17647058823529413,0.7219251336898396
LING,233,1819,0.05002748763056625,0.07421660252886202,0.24848818031885653,0.6272677295217153
LING,234,685,0.04671532846715328,0.043795620437956206,0.17518248175182483,0.7343065693430657
LING,242,59,0.03389830508474576,0.01694915254237288,0.1016949152542373,0.847457627118644
LING,269,1358,0.012518409425625921,0.027245949926362298,0.08026509572901326,0.8799705449189985
LING,400,329,0.02735562310030395,0.04559270516717325,0.17325227963525835,0.7537993920972644
LING,401,11,0.09090909090909091,0.09090909090909091,0.0,0.8181818181818182
LING,403,167,0.05389221556886228,0.03592814371257485,0.17964071856287425,0.7305389221556886
LING,410,65,0.046153846153846156,0.046153846153846156,0.16923076923076924,0.7384615384615385
LING,412,76,0.02631578947368421,0.0,0.039473684210526314,0.9342105263157895
LING,415,30,0.0,0.0,0.03333333333333333,0.9666666666666667
LING,416,14,0.0,0.14285714285714285,0.21428571428571427,0.6428571428571429
LING,421,31,0.03225806451612903,0.0,0.06451612903225806,0.9032258064516129
LING,430,55,0.07272727272727272,0.0,0.03636363636363636,0.8909090909090909
LING,432,327,0.0856269113149847,0.06116207951070336,0.09174311926605505,0.7614678899082569
LING,433,17,0.0,0.0,0.17647058823529413,0.8235294117647058
LING,441,145,0.06896551724137931,0.020689655172413793,0.13793103448275862,0.7724137931034483
LING,442,41,0.024390243902439025,0.0,0.14634146341463414,0.8292682926829268
LING,449,112,0.044642857142857144,0.0,0.08035714285714286,0.875
LING,450,498,0.060240963855421686,0.04819277108433735,0.15060240963855423,0.7409638554216867
LING,451,344,0.0755813953488372,0.05813953488372093,0.18313953488372092,0.6831395348837209
LING,452,19,0.0,0.05263157894736842,0.05263157894736842,0.8947368421052632
LING,453,20,0.0,0.0,0.15,0.85
LING,458,31,0.0967741935483871,0.0,0.0967741935483871,0.8064516129032258
LING,461,468,0.049145299145299144,0.023504273504273504,0.13034188034188035,0.7970085470085471
LING,462,384,0.07291666666666667,0.033854166666666664,0.11458333333333333,0.7786458333333334
LING,464,29,0.0,0.034482758620689655,0.034482758620689655,0.9310344827586207
LING,470,10,0.0,0.1,0.0,0.9
LING,471,37,0.10810810810810811,0.08108108108108109,0.02702702702702703,0.7837837837837838
LING,472,112,0.08928571428571429,0.0,0.125,0.7857142857142857
LING,476,23,0.13043478260869565,0.0,0.13043478260869565,0.7391304347826086
LING,478,116,0.0,0.017241379310344827,0.1896551724137931,0.7931034482758621
LING,479,16,0.0,0.0,0.0625,0.9375
LING,481,50,0.12,0.0,0.18,0.7
LING,499,208,0.009615384615384616,0.0,0.004807692307692308,0.9855769230769231
LIT,228,32,0.0,0.0,0.09375,0.90625
LIT,298,149,0.040268456375838924,0.013422818791946308,0.026845637583892617,0.9194630872483222
LITH,101,12,0.0,0.0,0.0,1.0
LITH,310,9,0.0,0.0,0.0,1.0
LSJ,200,2941,0.014280856851411085,0.013260795647738865,0.11798707922475349,0.8544712682760965
LSJ,230,395,0.017721518987341773,0.015189873417721518,0.035443037974683546,0.9316455696202531
LSJ,320,448,0.020089285714285716,0.006696428571428571,0.08928571428571429,0.8839285714285714
LSJ,321,629,0.02702702702702703,0.02702702702702703,0.057233704292527825,0.8887122416534181
LSJ,322,371,0.013477088948787063,0.0,0.08086253369272237,0.9056603773584906
LSJ,327,362,0.027624309392265192,0.008287292817679558,0.07734806629834254,0.8867403314917127
LSJ,329,548,0.0072992700729927005,0.0018248175182481751,0.11313868613138686,0.8777372262773723
LSJ,331,212,0.018867924528301886,0.018867924528301886,0.09433962264150944,0.8679245283018868
LSJ,332,133,0.022556390977443608,0.0,0.05263157894736842,0.924812030075188
LSJ,346,215,0.004651162790697674,0.0,0.0,0.9953488372093023
LSJ,347,69,0.0,0.028985507246376812,0.14492753623188406,0.8260869565217391
LSJ,360,123,0.056910569105691054,0.016260162601626018,0.14634146341463414,0.7804878048780488
LSJ,361,215,0.009302325581395349,0.018604651162790697,0.15348837209302327,0.8186046511627907
LSJ,363,267,0.0449438202247191,0.02247191011235955,0.16853932584269662,0.7640449438202247
LSJ,366,462,0.004329004329004329,0.0021645021645021645,0.023809523809523808,0.9696969696969697
LSJ,367,515,0.02330097087378641,0.02330097087378641,0.0970873786407767,0.8563106796116505
LSJ,375,1063,0.011288805268109126,0.010348071495766699,0.053621825023518345,0.9247412982126059
LSJ,376,249,0.0321285140562249,0.008032128514056224,0.08433734939759036,0.8755020080321285
LSJ,377,524,0.009541984732824428,0.01717557251908397,0.10114503816793893,0.8721374045801527
LSJ,381,87,0.0,0.0,0.13793103448275862,0.8620689655172413
LSJ,380,66,0.045454545454545456,0.015151515151515152,0.10606060606060606,0.8333333333333334
LSJ,422,41,0.024390243902439025,0.0,0.0,0.975609756097561
LSJ,425,100,0.01,0.0,0.01,0.98
LSJ,426,66,0.0,0.0,0.030303030303030304,0.9696969696969697
LSJ,430,17,0.0,0.058823529411764705,0.058823529411764705,0.8823529411764706
LSJ,431,11,0.0,0.0,0.18181818181818182,0.8181818181818182
LSJ,433,39,0.0,0.0,0.05128205128205128,0.9487179487179487
LSJ,434,42,0.023809523809523808,0.0,0.023809523809523808,0.9523809523809523
LSJ,438,45,0.0,0.0,0.022222222222222223,0.9777777777777777
LSJ,444,48,0.0,0.0,0.0,1.0
LSJ,456,8,0.0,0.0,0.0,1.0
LSJ,469,10,0.0,0.0,0.0,1.0
LSJ,474,13,0.0,0.0,0.0,1.0
LSJ,476,259,0.015444015444015444,0.0,0.011583011583011582,0.972972972972973
LSJ,478,22,0.0,0.0,0.0,1.0
LSJ,480,35,0.0,0.0,0.0,1.0
LSJ,489,37,0.0,0.0,0.0,1.0
LSJ,490,508,0.003937007874015748,0.0,0.03543307086614173,0.9606299212598425
LSJ,491,410,0.004878048780487805,0.0024390243902439024,0.02926829268292683,0.9634146341463414
LSJ,495,43,0.0,0.0,0.0,1.0
LSJ,499,42,0.0,0.0,0.0,1.0
ME,123,2881,0.028809441166261714,0.02464422075668171,0.1371051718153419,0.8094411662617147
ME,124,61,0.01639344262295082,0.0,0.08196721311475409,0.9016393442622951
ME,230,2411,0.00829531314807134,0.04106180008295313,0.2687681459975114,0.6818747407714641
ME,323,1024,0.0068359375,0.017578125,0.1474609375,0.828125
ME,331,1090,0.003669724770642202,0.010091743119266056,0.12018348623853212,0.8660550458715597
ME,354,990,0.011111111111111112,0.007070707070707071,0.13737373737373737,0.8444444444444444
ME,355,1084,0.0009225092250922509,0.005535055350553505,0.10424354243542436,0.8892988929889298
ME,356,1095,0.0073059360730593605,0.0073059360730593605,0.1954337899543379,0.7899543378995434
ME,374,1052,0.005703422053231939,0.014258555133079848,0.23859315589353614,0.7414448669201521
ME,402,33,0.0,0.0,0.0,1.0
ME,410,194,0.02577319587628866,0.005154639175257732,0.05670103092783505,0.9123711340206185
ME,411,150,0.013333333333333334,0.02,0.06,0.9066666666666666
ME,412,55,0.0,0.0,0.14545454545454545,0.8545454545454545
ME,414,88,0.0,0.0,0.0,1.0
ME,425,100,0.0,0.0,0.01,0.99
ME,426,211,0.0,0.023696682464454975,0.11848341232227488,0.8578199052132701
ME,430,174,0.017241379310344827,0.017241379310344827,0.13793103448275862,0.8275862068965517
ME,431,79,0.0,0.02531645569620253,0.11392405063291139,0.8607594936708861
ME,440,101,0.009900990099009901,0.009900990099009901,0.22772277227722773,0.7524752475247525
ME,445,92,0.0,0.010869565217391304,0.08695652173913043,0.9021739130434783
ME,450,384,0.0078125,0.015625,0.078125,0.8984375
ME,460,78,0.0,0.0,0.0641025641025641,0.9358974358974359
ME,461,54,0.0,0.018518518518518517,0.1111111111111111,0.8703703703703703
ME,469,80,0.0,0.0375,0.125,0.8375
ME,470,239,0.008368200836820083,0.012552301255230125,0.06694560669456066,0.9121338912133892
ME,471,356,0.0,0.011235955056179775,0.0898876404494382,0.898876404494382
ME,473,253,0.0,0.0,0.06719367588932806,0.932806324110672
ME,477,273,0.007326007326007326,0.0,0.054945054945054944,0.9377289377289377
ME,478,691,0.00723589001447178,0.002894356005788712,0.05065123010130246,0.9392185238784371
ME,480,750,0.017333333333333333,0.016,0.12133333333333333,0.8453333333333334
ME,493,137,0.0,0.0,0.0364963503649635,0.9635036496350365
ME,494,195,0.0,0.0,0.0,1.0
ME,495,997,0.0,0.0010030090270812437,0.0020060180541624875,0.9969909729187563
ME,496,97,0.0,0.0,0.020618556701030927,0.979381443298969
ME,498,766,0.0013054830287206266,0.010443864229765013,0.050913838120104436,0.9373368146214099
ME,499,1107,0.0009033423667570009,0.0009033423667570009,0.0027100271002710027,0.995483288166215
MSCI,101,267,0.011235955056179775,0.003745318352059925,0.0149812734082397,0.9700374531835206
MSCI,102,254,0.007874015748031496,0.0,0.01968503937007874,0.9724409448818898
MSCI,103,257,0.007782101167315175,0.0,0.023346303501945526,0.9688715953307393
MSCI,201,128,0.0,0.0,0.0078125,0.9921875
MSCI,202,142,0.0,0.014084507042253521,0.028169014084507043,0.9577464788732394
MSCI,203,147,0.0,0.0,0.013605442176870748,0.9863945578231292
MSCI,302,144,0.0,0.0,0.013888888888888888,0.9861111111111112
MSCI,303,144,0.0,0.0,0.013888888888888888,0.9861111111111112
MSCI,305,36,0.0,0.0,0.0,1.0
MSCI,310,10,0.0,0.0,0.0,1.0
MSCI,401,142,0.0,0.0,0.0,1.0
MSCI,402,143,0.0,0.0,0.0,1.0
MSCI,403,128,0.0,0.0,0.0,1.0
MARBIO,270,64,0.03125,0.140625,0.296875,0.53125
MARBIO,370,128,0.03125,0.0625,0.28125,0.625
MARBIO,433,9,0.0,0.0,0.0,1.0
MARBIO,479,9,0.0,0.0,0.0,1.0
MARBIO,488,61,0.0,0.0,0.03278688524590164,0.9672131147540983
MATH,100,80,0.0125,0.0125,0.0875,0.8875
MATH,111,4143,0.03403330919623461,0.06685976345643253,0.24812937484914313,0.6509775524981897
MATH,124,14241,0.04641527982585492,0.08096341549048522,0.34843058773962504,0.5241907169440349
MATH,126,18534,0.030484514945505557,0.04980036689327722,0.3266429265134348,0.5930721916477825
MATH,135,200,0.0,0.015,0.14,0.845
MATH,180,47,0.0851063829787234,0.0425531914893617,0.14893617021276595,0.723404255319149
MATH,209,222,0.05855855855855856,0.03153153153153153,0.17117117117117117,0.7387387387387387
MATH,224,1045,0.03349282296650718,0.044976076555023926,0.24688995215311005,0.6746411483253588
MATH,208,1980,0.01818181818181818,0.05808080808080808,0.31565656565656564,0.6080808080808081
MATH,300,2366,0.021555367709213864,0.03423499577345731,0.2713440405748098,0.672865595942519
MATH,318,427,0.0117096018735363,0.01639344262295082,0.17096018735362997,0.8009367681498829
MATH,327,1955,0.03375959079283888,0.059846547314578,0.25933503836317134,0.6470588235294118
MATH,334,209,0.028708133971291867,0.009569377990430622,0.20095693779904306,0.7607655502392344
MATH,335,162,0.012345679012345678,0.0,0.2037037037037037,0.7839506172839507
MATH,336,133,0.007518796992481203,0.015037593984962405,0.19548872180451127,0.7819548872180451
MATH,342,35,0.0,0.0,0.02857142857142857,0.9714285714285714
MATH,380,508,0.001968503937007874,0.017716535433070866,0.15748031496062992,0.8228346456692913
MATH,394,2227,0.024247867085765602,0.030983385720700495,0.2590929501571621,0.6856757970363718
MATH,399,345,0.005797101449275362,0.0,0.008695652173913044,0.9855072463768116
MATH,402,854,0.03278688524590164,0.0585480093676815,0.30210772833723654,0.6065573770491803
MATH,395,981,0.011213047910295617,0.021406727828746176,0.23547400611620795,0.7319062181447502
MATH,403,474,0.008438818565400843,0.016877637130801686,0.2679324894514768,0.7067510548523207
MATH,404,202,0.0049504950495049506,0.019801980198019802,0.1485148514851485,0.8267326732673267
MATH,407,1136,0.007922535211267605,0.014964788732394365,0.23415492957746478,0.7429577464788732
MATH,408,331,0.00906344410876133,0.021148036253776436,0.2719033232628399,0.6978851963746223
MATH,409,343,0.0029154518950437317,0.026239067055393587,0.2478134110787172,0.7230320699708455
MATH,411,342,0.014619883040935672,0.014619883040935672,0.20175438596491227,0.7690058479532164
MATH,412,187,0.0053475935828877,0.0213903743315508,0.20320855614973263,0.7700534759358288
MATH,420,86,0.06976744186046512,0.05813953488372093,0.4883720930232558,0.38372093023255816
MATH,424,686,0.02478134110787172,0.09329446064139942,0.2944606413994169,0.5874635568513119
MATH,425,300,0.02,0.06333333333333334,0.32,0.5966666666666667
MATH,426,136,0.014705882352941176,0.051470588235294115,0.20588235294117646,0.7279411764705882
MATH,427,275,0.025454545454545455,0.05454545454545454,0.33090909090909093,0.5890909090909091
MATH,428,155,0.0,0.01935483870967742,0.27741935483870966,0.7032258064516129
MATH,441,364,0.03296703296703297,0.057692307692307696,0.2664835164835165,0.6428571428571429
MATH,442,191,0.020942408376963352,0.041884816753926704,0.20418848167539266,0.7329842931937173
MATH,443,90,0.0,0.011111111111111112,0.1111111111111111,0.8777777777777778
MATH,444,269,0.007434944237918215,0.04460966542750929,0.17843866171003717,0.7695167286245354
MATH,445,196,0.015306122448979591,0.00510204081632653,0.14795918367346939,0.8316326530612245
MATH,461,293,0.010238907849829351,0.023890784982935155,0.2627986348122867,0.7030716723549488
MATH,462,249,0.01606425702811245,0.024096385542168676,0.22088353413654618,0.7389558232931727
MATH,464,417,0.011990407673860911,0.002398081534772182,0.18225419664268586,0.8033573141486811
MATH,465,86,0.023255813953488372,0.0,0.023255813953488372,0.9534883720930233
MATH,480,278,0.0035971223021582736,0.007194244604316547,0.10071942446043165,0.8884892086330936
MATH,491,158,0.006329113924050633,0.0379746835443038,0.20253164556962025,0.7531645569620253
MATH,492,80,0.0625,0.0625,0.275,0.6
MATH,493,23,0.0,0.0,0.34782608695652173,0.6521739130434783
MATH,496,35,0.0,0.0,0.0,1.0
MED,499,398,0.0,0.002512562814070352,0.002512562814070352,0.9949748743718593
MEDCH,327,107,0.009345794392523364,0.009345794392523364,0.1588785046728972,0.822429906542056
MEDCH,499,43,0.0,0.0,0.0,1.0
MEDEX,450,127,0.0,0.0,0.06299212598425197,0.937007874015748
MEDEX,451,129,0.0,0.0,0.0,1.0
MEDEX,452,129,0.0,0.0,0.05426356589147287,0.9457364341085271
MEDEX,453,129,0.0,0.0,0.007751937984496124,0.9922480620155039
MEDEX,454,164,0.0,0.0,0.10365853658536585,0.8963414634146342
MEDEX,455,168,0.0,0.0,0.05952380952380952,0.9404761904761905
MEDEX,456,169,0.0,0.0,0.047337278106508875,0.9526627218934911
MEDEX,457,130,0.0,0.0,0.0,1.0
MEDEX,458,172,0.0,0.0,0.011627906976744186,0.9883720930232558
MEDEX,459,168,0.0,0.0,0.0,1.0
MEDEX,460,170,0.0,0.0,0.052941176470588235,0.9470588235294117
MEDEX,461,169,0.0,0.0,0.011834319526627219,0.9881656804733728
MEDEX,462,170,0.0,0.0,0.029411764705882353,0.9705882352941176
MEDEX,468,172,0.0,0.0,0.0,1.0
MEDEX,469,169,0.0,0.0,0.0,1.0
MEDEX,470,130,0.0,0.0,0.0,1.0
MEDEX,471,157,0.0,0.0,0.0,1.0
MEDEX,472,158,0.0,0.0,0.006329113924050633,0.9936708860759493
MEDEX,473,130,0.0,0.0,0.0,1.0
MEDEX,474,171,0.0,0.0,0.0,1.0
MEDEX,475,168,0.0,0.0,0.0,1.0
MGMT,200,4672,0.04366438356164384,0.07191780821917808,0.3062928082191781,0.578125
MGMT,275,35,0.02857142857142857,0.11428571428571428,0.11428571428571428,0.7428571428571429
MGMT,300,4759,0.0016810254255095608,0.003782307207396512,0.06829165791132591,0.926245009455768
MGMT,312,56,0.0,0.0,0.0,1.0
MGMT,320,4469,0.004699037816066234,0.010964421570821213,0.14947415529201163,0.8348623853211009
MGMT,401,341,0.020527859237536656,0.01466275659824047,0.15542521994134897,0.8093841642228738
MGMT,402,388,0.010309278350515464,0.023195876288659795,0.12371134020618557,0.8427835051546392
MGMT,403,213,0.014084507042253521,0.023474178403755867,0.107981220657277,0.8544600938967136
MGMT,404,36,0.0,0.0,0.19444444444444445,0.8055555555555556
MGMT,407,72,0.0,0.0,0.041666666666666664,0.9583333333333334
MGMT,411,218,0.009174311926605505,0.0,0.03669724770642202,0.9541284403669725
MGMT,412,212,0.0,0.0,0.0047169811320754715,0.9952830188679245
MGMT,430,4524,0.0008841732979664014,0.0028735632183908046,0.10057471264367816,0.8956675508399646
MGMT,440,110,0.0,0.0,0.01818181818181818,0.9818181818181818
MGMT,445,179,0.00558659217877095,0.0,0.0,0.994413407821229
MGMT,450,36,0.0,0.0,0.0,1.0
MGMT,490,224,0.004464285714285714,0.0,0.013392857142857142,0.9821428571428571
MGMT,499,33,0.0,0.0,0.030303030303030304,0.9696969696969697
MICROM,301,2884,0.02669902912621359,0.10575589459084604,0.32281553398058255,0.5447295423023578
MICROM,302,1622,0.030826140567200986,0.08446362515413071,0.3039457459926017,0.5807644882860666
MICROM,402,715,0.013986013986013986,0.08531468531468532,0.393006993006993,0.5076923076923077
MICROM,410,1162,0.06540447504302926,0.16437177280550774,0.3270223752151463,0.44320137693631667
MICROM,411,576,0.041666666666666664,0.1545138888888889,0.3784722222222222,0.4253472222222222
MICROM,412,656,0.03201219512195122,0.10670731707317073,0.3628048780487805,0.49847560975609756
MICROM,431,402,0.04477611940298507,0.10945273631840796,0.3308457711442786,0.5149253731343284
MICROM,435,158,0.006329113924050633,0.006329113924050633,0.10126582278481013,0.8860759493670886
MICROM,442,986,0.038539553752535496,0.16937119675456389,0.34787018255578095,0.44421906693711966
MICROM,443,626,0.007987220447284345,0.0463258785942492,0.3466453674121406,0.5990415335463258
MICROM,445,1196,0.04180602006688963,0.13210702341137123,0.342809364548495,0.48327759197324416
MICROM,450,540,0.016666666666666666,0.08518518518518518,0.2759259259259259,0.6222222222222222
MICROM,460,701,0.021398002853067047,0.07988587731811697,0.3281027104136947,0.5706134094151213
MICROM,461,281,0.0071174377224199285,0.06405693950177936,0.2704626334519573,0.6583629893238434
MICROM,495,73,0.0,0.0,0.0,1.0
MICROM,496,517,0.0038684719535783366,0.0019342359767891683,0.03481624758220503,0.9593810444874274
MKTG,275,20,0.05,0.0,0.1,0.85
MKTG,301,5697,0.00070212392487274,0.001579778830963665,0.10426540284360189,0.8934526944005617
MKTG,305,617,0.004862236628849271,0.004862236628849271,0.13614262560777957,0.8541329011345219
MKTG,335,1426,0.0021037868162692847,0.002805049088359046,0.08976157082748948,0.9053295932678822
MKTG,411,13,0.0,0.0,0.0,1.0
MKTG,415,19,0.0,0.0,0.0,1.0
MKTG,430,1125,0.0,0.006222222222222222,0.17955555555555555,0.8142222222222222
MKTG,445,371,0.0,0.0,0.0026954177897574125,0.9973045822102425
MKTG,450,1510,0.0,0.0006622516556291391,0.08410596026490066,0.9152317880794701
MKTG,452,198,0.005050505050505051,0.0,0.08585858585858586,0.9090909090909091
MKTG,454,236,0.0,0.00423728813559322,0.08050847457627118,0.9152542372881356
MKTG,455,347,0.002881844380403458,0.002881844380403458,0.1729106628242075,0.8213256484149856
MKTG,456,618,0.0,0.006472491909385114,0.09870550161812297,0.8948220064724919
MKTG,460,716,0.004189944134078212,0.0111731843575419,0.2122905027932961,0.7723463687150838
MKTG,462,675,0.0,0.0,0.03259259259259259,0.9674074074074074
MKTG,464,188,0.0,0.0,0.09042553191489362,0.9095744680851063
MKTG,466,341,0.0,0.0,0.04398826979472141,0.9560117302052786
MKTG,470,167,0.0,0.0,0.029940119760479042,0.9700598802395209
MKTG,490,182,0.005494505494505495,0.01098901098901099,0.13736263736263737,0.8461538461538461
MKTG,496,936,0.002136752136752137,0.0010683760683760685,0.019230769230769232,0.9775641025641025
MKTG,499,15,0.0,0.0,0.0,1.0
MODHEB,101,80,0.025,0.0375,0.05,0.8875
MODHEB,102,77,0.012987012987012988,0.0,0.06493506493506493,0.922077922077922
MODHEB,103,66,0.015151515151515152,0.0,0.07575757575757576,0.9090909090909091
MODHEB,105,18,0.0,0.0,0.05555555555555555,0.9444444444444444
MODHEB,201,32,0.0,0.0625,0.03125,0.90625
MODHEB,402,9,0.0,0.0,0.0,1.0
MODHEB,203,26,0.0,0.0,0.07692307692307693,0.9230769230769231
MODHEB,408,11,0.0,0.0,0.09090909090909091,0.9090909090909091
MODHEB,490,18,0.0,0.0,0.0,1.0
MSE,170,2504,0.004792332268370607,0.01597444089456869,0.18210862619808307,0.7971246006389776
MSE,310,339,0.0029498525073746312,0.0029498525073746312,0.02064896755162242,0.9734513274336283
MSE,311,369,0.0027100271002710027,0.0027100271002710027,0.024390243902439025,0.9701897018970189
MSE,312,373,0.002680965147453083,0.005361930294906166,0.058981233243967826,0.9329758713136729
MSE,313,361,0.00554016620498615,0.008310249307479225,0.030470914127423823,0.9556786703601108
MSE,321,254,0.0,0.0,0.16535433070866143,0.8346456692913385
MSE,322,256,0.0078125,0.0078125,0.203125,0.78125
MSE,331,358,0.0,0.0,0.06424581005586592,0.9357541899441341
MSE,352,313,0.003194888178913738,0.003194888178913738,0.16613418530351437,0.8274760383386581
MSE,362,370,0.0,0.008108108108108109,0.1783783783783784,0.8135135135135135
MSE,351,366,0.00273224043715847,0.00819672131147541,0.31420765027322406,0.674863387978142
MSE,431,340,0.0029411764705882353,0.014705882352941176,0.1,0.8823529411764706
MSE,442,343,0.0,0.0058309037900874635,0.10204081632653061,0.892128279883382
MSE,443,24,0.0,0.0,0.2916666666666667,0.7083333333333334
MSE,452,96,0.010416666666666666,0.0,0.08333333333333333,0.90625
MSE,462,112,0.008928571428571428,0.0,0.03571428571428571,0.9553571428571429
MSE,463,163,0.0,0.0,0.04294478527607362,0.9570552147239264
MSE,466,26,0.07692307692307693,0.07692307692307693,0.11538461538461539,0.7307692307692307
MSE,471,196,0.0,0.02040816326530612,0.2653061224489796,0.7142857142857143
MSE,473,18,0.0,0.0,0.16666666666666666,0.8333333333333334
MSE,475,217,0.0,0.0,0.059907834101382486,0.9400921658986175
MSE,476,72,0.0,0.0,0.013888888888888888,0.9861111111111112
MSE,477,72,0.013888888888888888,0.013888888888888888,0.0,0.9722222222222222
MSE,478,27,0.0,0.0,0.0,1.0
MSE,479,24,0.0,0.125,0.0,0.875
MSE,482,90,0.0,0.0,0.16666666666666666,0.8333333333333334
MSE,483,60,0.0,0.0,0.06666666666666667,0.9333333333333333
MSE,484,8,0.0,0.0,0.0,1.0
MSE,486,44,0.045454545454545456,0.022727272727272728,0.20454545454545456,0.7272727272727273
MSE,488,10,0.0,0.0,0.0,1.0
MSE,489,54,0.0,0.0,0.0,1.0
MSE,490,46,0.0,0.0,0.13043478260869565,0.8695652173913043
MSE,491,281,0.0,0.0,0.014234875444839857,0.9857651245551602
MSE,492,328,0.003048780487804878,0.0,0.003048780487804878,0.9939024390243902
MSE,498,341,0.0,0.005865102639296188,0.026392961876832845,0.967741935483871
MSE,499,467,0.0021413276231263384,0.0,0.006423982869379015,0.9914346895074947
MUHST,211,190,0.031578947368421054,0.031578947368421054,0.14210526315789473,0.7947368421052632
MUHST,212,179,0.00558659217877095,0.0,0.0446927374301676,0.9497206703910615
MUHST,402,13,0.0,0.0,0.0,1.0
MUHST,406,8,0.0,0.0,0.0,1.0
MUHST,413,17,0.11764705882352941,0.0,0.0,0.8823529411764706
MUHST,418,11,0.0,0.0,0.0,1.0
MUHST,419,9,0.0,0.0,0.0,1.0
MUHST,423,15,0.0,0.0,0.06666666666666667,0.9333333333333333
MUHST,424,14,0.0,0.0,0.0,1.0
MUHST,425,22,0.045454545454545456,0.0,0.0,0.9545454545454546
MUHST,426,16,0.0,0.0,0.0,1.0
MUHST,429,9,0.0,0.0,0.0,1.0
MUHST,430,11,0.09090909090909091,0.0,0.0,0.9090909090909091
MUHST,497,333,0.006006006006006006,0.006006006006006006,0.024024024024024024,0.963963963963964
