PREFIX, NUMBER, TOTAL, 0.0-.9, 1.0-1.9, 2.0-2.9, 3.0-4.0
TRELIG,467,45,0.022222222222222223,0.044444444444444446,0.17777777777777778,0.7555555555555555
TSOCWF,101,329,0.11246200607902736,0.0425531914893617,0.12158054711246201,0.723404255319149
TSOCWF,150,201,0.03980099502487562,0.01990049751243781,0.1044776119402985,0.835820895522388
TSOCWF,202,22,0.09090909090909091,0.0,0.09090909090909091,0.8181818181818182
TSOCWF,250,26,0.0,0.038461538461538464,0.19230769230769232,0.7692307692307693
TSOCWF,300,363,0.005509641873278237,0.005509641873278237,0.04132231404958678,0.9476584022038568
TSOCWF,301,360,0.005555555555555556,0.0,0.044444444444444446,0.95
TSOCWF,310,318,0.006289308176100629,0.006289308176100629,0.07232704402515723,0.9150943396226415
TSOCWF,311,365,0.010958904109589041,0.0,0.03287671232876712,0.9561643835616438
TSOCWF,312,291,0.006872852233676976,0.0,0.024054982817869417,0.9690721649484536
TSOCWF,320,374,0.013368983957219251,0.0053475935828877,0.02406417112299465,0.9572192513368984
TSOCWF,350,232,0.01293103448275862,0.03017241379310345,0.03017241379310345,0.9267241379310345
TSOCWF,351,627,0.0733652312599681,0.019138755980861243,0.14832535885167464,0.759170653907496
TSOCWF,353,106,0.04716981132075472,0.0,0.05660377358490566,0.8962264150943396
TSOCWF,355,16,0.0,0.0625,0.0625,0.875
TSOCWF,356,38,0.0,0.0,0.0,1.0
TSOCWF,361,186,0.010752688172043012,0.0,0.06451612903225806,0.9247311827956989
TSOCWF,363,138,0.021739130434782608,0.014492753623188406,0.028985507246376812,0.9347826086956522
TSOCWF,374,27,0.07407407407407407,0.037037037037037035,0.037037037037037035,0.8518518518518519
TSOCWF,390,747,0.014725568942436412,0.004016064257028112,0.09772423025435073,0.8835341365461847
TSOCWF,402,359,0.008356545961002786,0.002785515320334262,0.03899721448467967,0.9498607242339833
TSOCWF,404,365,0.005479452054794521,0.01643835616438356,0.03561643835616438,0.9424657534246575
TSOCWF,405,520,0.0,0.0,0.021153846153846155,0.9788461538461538
TSOCWF,406,242,0.008264462809917356,0.004132231404958678,0.01652892561983471,0.9710743801652892
TSOCWF,409,19,0.0,0.0,0.0,1.0
TSOCWF,420,91,0.03296703296703297,0.0,0.10989010989010989,0.8571428571428571
TSOCWF,421,75,0.0,0.0,0.04,0.96
TSOCWF,422,53,0.0,0.018867924528301886,0.0,0.9811320754716981
TSOCWF,427,19,0.0,0.0,0.05263157894736842,0.9473684210526315
TSOCWF,428,13,0.0,0.15384615384615385,0.0,0.8461538461538461
TSOCWF,430,18,0.0,0.0,0.05555555555555555,0.9444444444444444
TSOCWF,433,15,0.06666666666666667,0.0,0.2,0.7333333333333333
TSOCWF,436,21,0.047619047619047616,0.09523809523809523,0.09523809523809523,0.7619047619047619
TSPAN,101,769,0.09492847854356307,0.07022106631989597,0.19635890767230169,0.6384915474642393
TSPAN,102,786,0.07633587786259542,0.11704834605597965,0.27099236641221375,0.5356234096692112
TSPAN,103,73,0.1232876712328767,0.0136986301369863,0.1780821917808219,0.684931506849315
TSPAN,203,43,0.09302325581395349,0.046511627906976744,0.16279069767441862,0.6976744186046512
TSPAN,210,58,0.1206896551724138,0.05172413793103448,0.3275862068965517,0.5
TSPAN,301,69,0.014492753623188406,0.043478260869565216,0.13043478260869565,0.8115942028985508
TSPAN,302,58,0.034482758620689655,0.0,0.20689655172413793,0.7586206896551724
TSPAN,303,94,0.10638297872340426,0.010638297872340425,0.06382978723404255,0.8191489361702128
TSPAN,335,23,0.0,0.043478260869565216,0.13043478260869565,0.8260869565217391
TSPAN,345,24,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.6666666666666666
TSPAN,351,50,0.14,0.06,0.24,0.56
TSPAN,352,74,0.12162162162162163,0.08108108108108109,0.17567567567567569,0.6216216216216216
TSPAN,361,16,0.0,0.125,0.1875,0.6875
TSPAN,371,25,0.08,0.0,0.12,0.8
TSPAN,374,24,0.041666666666666664,0.041666666666666664,0.2916666666666667,0.625
TSPAN,376,17,0.0,0.0,0.0,1.0
TSPAN,388,38,0.10526315789473684,0.05263157894736842,0.2894736842105263,0.5526315789473685
TSPAN,420,20,0.0,0.1,0.15,0.75
TSPAN,425,14,0.07142857142857142,0.0,0.35714285714285715,0.5714285714285714
TSPAN,430,15,0.0,0.06666666666666667,0.2,0.7333333333333333
TSPAN,451,10,0.0,0.0,0.1,0.9
TSPAN,480,16,0.0,0.0625,0.1875,0.75
TWRT,121,913,0.08981380065717415,0.03066812705366922,0.1533406352683461,0.7261774370208105
TWRT,200,936,0.06944444444444445,0.0438034188034188,0.09508547008547008,0.7916666666666666
TWRT,201,23,0.21739130434782608,0.0,0.08695652173913043,0.6956521739130435
TWRT,211,1319,0.06899166034874905,0.052312357846853674,0.1379833206974981,0.7407126611068992
TWRT,270,278,0.07913669064748201,0.02877697841726619,0.1079136690647482,0.7841726618705036
TWRT,274,115,0.05217391304347826,0.06086956521739131,0.12173913043478261,0.7652173913043478
TWRT,280,270,0.040740740740740744,0.014814814814814815,0.07407407407407407,0.8703703703703703
TWRT,287,341,0.0469208211143695,0.01466275659824047,0.10263929618768329,0.8357771260997068
TWRT,291,1179,0.04410517387616624,0.024597116200169637,0.11280746395250212,0.818490245971162
TWRT,292,115,0.11304347826086956,0.043478260869565216,0.10434782608695652,0.7391304347826086
TWRT,320,20,0.1,0.3,0.1,0.5
TWRT,330,126,0.03968253968253968,0.03968253968253968,0.16666666666666666,0.753968253968254
TWRT,331,66,0.10606060606060606,0.030303030303030304,0.22727272727272727,0.6363636363636364
TWRT,333,174,0.07471264367816093,0.040229885057471264,0.11494252873563218,0.7701149425287356
TWRT,350,259,0.023166023166023165,0.003861003861003861,0.06177606177606178,0.9111969111969112
TWRT,353,25,0.12,0.0,0.16,0.72
TWRT,355,85,0.011764705882352941,0.011764705882352941,0.058823529411764705,0.9176470588235294
TWRT,360,108,0.07407407407407407,0.018518518518518517,0.06481481481481481,0.8425925925925926
TWRT,362,23,0.043478260869565216,0.043478260869565216,0.21739130434782608,0.6956521739130435
TWRT,364,33,0.15151515151515152,0.0,0.24242424242424243,0.6060606060606061
TWRT,372,152,0.013157894736842105,0.013157894736842105,0.039473684210526314,0.9342105263157895
TWRT,382,93,0.021505376344086023,0.0,0.0,0.978494623655914
TWRT,384,42,0.0,0.023809523809523808,0.07142857142857142,0.9047619047619048
TWRT,388,148,0.04054054054054054,0.0472972972972973,0.08783783783783784,0.8243243243243243
TWRT,389,53,0.09433962264150944,0.05660377358490566,0.05660377358490566,0.7924528301886793
TWRT,391,74,0.05405405405405406,0.0,0.0945945945945946,0.8513513513513513
TWRT,440,141,0.05673758865248227,0.0425531914893617,0.15602836879432624,0.7446808510638298
TWRT,450,10,0.0,0.0,0.2,0.8
TWRT,464,13,0.15384615384615385,0.0,0.07692307692307693,0.7692307692307693
TWRT,470,94,0.02127659574468085,0.010638297872340425,0.031914893617021274,0.9361702127659575
TWRT,480,100,0.04,0.01,0.13,0.82
TWRT,487,86,0.011627906976744186,0.011627906976744186,0.05813953488372093,0.9186046511627907
TWRT,499,35,0.11428571428571428,0.0,0.14285714285714285,0.7428571428571429
